Booking_ID,Pickup_Location,Vehicle_Type,Booking_Status,Booking_Value,Driver_Rating
CNR1525361077,Bannerghatta Road,Prime Sedan,Success,2509,4.7
CNR1647637548,Shivajinagar,Mini,Success,615,4.2
CNR4195153311,Ulsoor,Prime Sedan,Success,237,5.0
CNR4827484325,Peenya,Bike,Driver Not Found,356,
CNR8000993482,Frazer Town,Prime SUV,Success,1835,3.6
CNR2588489711,Hebbal,Prime Sedan,Success,1065,3.4
CNR5234253257,Basavanagudi,Prime SUV,Success,393,3.3
CNR2564639381,Nagarbhavi,Auto,Canceled by Driver,495,
CNR4011678024,Tumkur Road,Mini,Canceled by Customer,390,
CNR9128487422,RT Nagar,Prime SUV,Driver Not Found,237,
CNR5276752307,Ulsoor,Prime Plus,Canceled by Driver,752,
CNR9371669050,Cox Town,eBike,Success,256,3.9
CNR4457088806,Chickpet,Mini,Success,309,4.0
CNR4354062360,RT Nagar,Mini,Canceled by Driver,782,
CNR6491123218,Varthur,Prime Sedan,Canceled by Driver,208,
CNR8467747572,Mysore Road,Mini,Canceled by Customer,567,
CNR6809456544,Tumkur Road,Auto,Success,228,3.7
CNR1862612151,Kengeri,Prime Sedan,Success,364,4.0
CNR3686926291,Ramamurthy Nagar,eBike,Success,2944,4.6
CNR5872044172,Kengeri,Prime Plus,Success,412,4.8
CNR8328108729,Peenya,Mini,Success,216,4.5
CNR5988079650,JP Nagar,Prime Plus,Driver Not Found,2143,
CNR3276138022,Magadi Road,Prime Sedan,Canceled by Driver,172,
CNR3958098786,Kadugodi,Prime Plus,Success,2429,3.9
CNR1816364514,Varthur,Auto,Success,809,3.9
CNR2849784490,Ulsoor,Auto,Success,451,3.2
CNR6972748438,Vijayanagar,Prime SUV,Success,133,4.1
CNR1791648324,Koramangala,Prime Sedan,Canceled by Driver,367,
CNR7103761124,Rajajinagar,Bike,Driver Not Found,742,
CNR6585703917,HSR Layout,Auto,Success,489,4.8
CNR3296240325,Whitefield,eBike,Success,506,3.6
CNR8223523166,Whitefield,Bike,Driver Not Found,601,
CNR9735660911,Bannerghatta Road,Prime SUV,Success,379,3.4
CNR4329982789,Varthur,Bike,Canceled by Customer,241,
CNR9701922914,Padmanabhanagar,eBike,Driver Not Found,204,
CNR3324553934,Jayanagar,Bike,Canceled by Driver,482,
CNR3591025608,Malleshwaram,Bike,Success,577,3.4
CNR7301600524,KR Puram,Auto,Canceled by Customer,892,
CNR4776471359,Hosur Road,eBike,Canceled by Customer,674,
CNR3700416786,Shivajinagar,Prime SUV,Canceled by Customer,447,
CNR3462340628,RT Nagar,Prime SUV,Canceled by Driver,148,
CNR5219382157,Basavanagudi,Prime SUV,Canceled by Driver,101,
CNR4165442717,Chamarajpet,eBike,Driver Not Found,231,
CNR1759069706,Yeshwanthpur,Bike,Success,172,3.1
CNR1998845379,Majestic,Auto,Success,186,3.2
CNR4936120069,Cox Town,Auto,Success,943,4.3
CNR3611954724,Mysore Road,Bike,Canceled by Customer,255,
CNR7597276757,Peenya,Prime SUV,Driver Not Found,121,
CNR6716480946,Nagarbhavi,Mini,Canceled by Driver,255,
CNR6482129028,Frazer Town,Prime SUV,Success,2109,3.1
CNR6666854548,Yelahanka,Bike,Success,415,4.1
CNR9333273492,Chickpet,Prime Sedan,Success,594,4.1
CNR3920498221,Electronic City,Prime Sedan,Driver Not Found,984,
CNR8705137963,Bellandur,Auto,Success,727,3.1
CNR8273757466,JP Nagar,eBike,Success,515,4.3
CNR3132012889,Yelahanka,Auto,Canceled by Driver,848,
CNR4759587059,Padmanabhanagar,Mini,Success,997,3.8
CNR5983043846,Hebbal,Mini,Success,191,3.3
CNR7848570023,Yeshwanthpur,eBike,Success,996,3.3
CNR6296806775,Kammanahalli,Bike,Driver Not Found,378,
CNR1105102697,JP Nagar,Mini,Driver Not Found,218,
CNR5208477487,RT Nagar,eBike,Canceled by Driver,256,
CNR2784806529,Magadi Road,Prime Sedan,Success,342,3.7
CNR9158255048,Koramangala,Prime SUV,Success,445,5.0
CNR3074008264,HSR Layout,Prime SUV,Canceled by Driver,403,
CNR2344843448,Yelahanka,eBike,Success,327,3.9
CNR3107130785,Rajarajeshwari Nagar,Auto,Success,796,3.4
CNR5096526505,Jayanagar,Bike,Success,371,4.3
CNR5356461401,Bellandur,Bike,Success,209,4.5
CNR6230414626,Tumkur Road,Prime Sedan,Canceled by Customer,2008,
CNR9848023419,Langford Town,Auto,Canceled by Customer,255,
CNR3246542979,Mysore Road,eBike,Success,101,3.4
CNR7874049610,Sahakar Nagar,Prime Plus,Success,960,3.2
CNR6035501952,Indiranagar,Prime Sedan,Success,169,3.1
CNR4481374455,Electronic City,Prime Plus,Success,679,4.0
CNR2357234097,Chamarajpet,Auto,Success,554,3.0
CNR2039847064,Padmanabhanagar,Bike,Canceled by Driver,155,
CNR5966858733,Rajajinagar,Auto,Success,329,3.3
CNR7903784728,Kengeri,Prime Plus,Success,107,3.3
CNR8347955381,Jayanagar,Bike,Success,312,4.1
CNR2832086626,Koramangala,Prime Sedan,Success,280,4.7
CNR4998197969,Shivajinagar,Prime SUV,Success,650,4.7
CNR6156105428,Richmond Town,Prime Sedan,Driver Not Found,666,
CNR5096259907,JP Nagar,eBike,Canceled by Driver,176,
CNR9122241273,Tumkur Road,Auto,Success,496,4.7
CNR1676719178,Kammanahalli,Mini,Success,317,4.9
CNR5524915002,Frazer Town,Auto,Success,962,4.5
CNR5958445056,Langford Town,eBike,Canceled by Driver,642,
CNR3211877735,Cox Town,Prime Sedan,Success,228,4.8
CNR9388107682,Mysore Road,Prime Sedan,Canceled by Customer,216,
CNR1998613771,Mysore Road,eBike,Success,477,3.2
CNR6923677666,Majestic,Bike,Driver Not Found,277,
CNR1852454738,Banashankari,Prime SUV,Driver Not Found,601,
CNR2441774613,Shivajinagar,Bike,Canceled by Customer,258,
CNR3551606226,Langford Town,Bike,Success,345,4.8
CNR9266238014,RT Nagar,Prime SUV,Success,104,4.2
CNR3178581771,Yeshwanthpur,Prime SUV,Success,780,3.3
CNR6630122956,Shantinagar,Prime Plus,Success,488,4.4
CNR6481461779,Sahakar Nagar,eBike,Success,349,4.3
CNR9827470995,Rajajinagar,Auto,Canceled by Customer,303,
CNR7059118300,Ramamurthy Nagar,Prime Sedan,Success,458,3.2
CNR9098980512,Koramangala,Prime Plus,Success,203,3.5
CNR5075935226,Majestic,Prime SUV,Driver Not Found,2695,
CNR9114796293,Jayanagar,Prime SUV,Success,472,3.2
CNR1336073950,Marathahalli,Prime Plus,Success,657,4.2
CNR9890176683,Kadugodi,eBike,Success,747,3.8
CNR9246105731,Magadi Road,Prime Sedan,Success,114,4.1
CNR1263936541,Yeshwanthpur,Auto,Success,137,4.7
CNR7582255360,Ulsoor,Bike,Success,202,3.1
CNR8874870004,Bellandur,Auto,Success,771,4.6
CNR2087486954,Chamarajpet,eBike,Success,849,3.8
CNR8745813955,Vijayanagar,Prime SUV,Canceled by Driver,849,
CNR7237276647,KR Puram,Mini,Success,402,4.5
CNR3538574363,Hennur,Prime SUV,Success,269,3.2
CNR4923629923,Jayanagar,Auto,Canceled by Driver,296,
CNR5060999775,Chickpet,Auto,Success,397,3.5
CNR4550726008,Langford Town,Prime Sedan,Driver Not Found,391,
CNR6155120699,Tumkur Road,Prime SUV,Success,347,4.9
CNR8595494218,Hosur Road,Auto,Success,290,3.3
CNR6147414992,Sahakar Nagar,Prime Plus,Success,478,4.3
CNR3929678886,Hennur,eBike,Success,264,3.2
CNR1780998824,Frazer Town,Prime Plus,Success,324,4.8
CNR7710804440,RT Nagar,Prime Sedan,Driver Not Found,438,
CNR8105903458,Bellandur,Prime SUV,Success,285,4.2
CNR4672172755,Banashankari,Prime Sedan,Success,493,4.3
CNR5272594548,KR Puram,Prime Plus,Canceled by Driver,470,
CNR8535011317,Nagarbhavi,Bike,Success,155,4.5
CNR6548861474,Varthur,Bike,Success,139,3.7
CNR3096920957,Devanahalli,Auto,Success,2851,3.8
CNR6844255970,Ramamurthy Nagar,eBike,Canceled by Customer,2638,
CNR5106611023,MG Road,Prime Sedan,Success,426,3.9
CNR4676885596,Hebbal,Mini,Success,579,3.5
CNR8282607088,Jayanagar,Mini,Success,358,4.1
CNR7249326192,Majestic,Bike,Success,165,3.7
CNR5961372525,Peenya,Auto,Driver Not Found,2684,
CNR5743469846,Nagarbhavi,Prime Sedan,Success,145,3.6
CNR7807535423,Basavanagudi,Prime Plus,Success,336,3.9
CNR7127343811,Hulimavu,Prime SUV,Success,589,4.0
CNR8143996976,Hulimavu,Prime Plus,Success,184,3.9
CNR8265796055,Chickpet,eBike,Success,250,5.0
CNR2731832411,Cox Town,Prime SUV,Success,342,4.0
CNR5893227620,Electronic City,Mini,Success,665,3.9
CNR2900227014,Mysore Road,Mini,Success,217,4.4
CNR4369876269,Frazer Town,Prime Sedan,Success,358,4.6
CNR6315774432,Hennur,eBike,Success,206,3.5
CNR6359719407,Kammanahalli,Auto,Canceled by Customer,336,
CNR9415043355,Padmanabhanagar,Prime Sedan,Success,474,4.2
CNR7333194442,Indiranagar,Mini,Success,360,5.0
CNR5730003067,Sahakar Nagar,Bike,Success,157,3.6
CNR7722077781,Ulsoor,Prime Sedan,Canceled by Driver,644,
CNR8202988828,Indiranagar,Prime Plus,Success,379,4.5
CNR2038802889,Ramamurthy Nagar,Prime SUV,Success,451,3.9
CNR2100101481,Rajarajeshwari Nagar,Mini,Canceled by Customer,2681,
CNR1407287806,Langford Town,eBike,Canceled by Driver,577,
CNR5232169923,JP Nagar,Prime SUV,Canceled by Driver,150,
CNR2926147753,Bellandur,Prime Sedan,Canceled by Driver,260,
CNR8926994709,Ulsoor,Bike,Success,830,3.1
CNR2362099931,Kengeri,Prime Plus,Success,218,3.5
CNR8825504314,Hebbal,Bike,Success,180,4.6
CNR3690929103,Bellandur,Prime SUV,Success,100,3.3
CNR5273898512,KR Puram,Prime Plus,Success,375,3.6
CNR9724333556,Hebbal,eBike,Success,939,4.3
CNR7566830663,Yeshwanthpur,Prime Sedan,Success,207,4.7
CNR7822711041,Rajarajeshwari Nagar,Prime SUV,Success,959,3.6
CNR5652451203,HSR Layout,Prime SUV,Driver Not Found,434,
CNR2458194211,Ramamurthy Nagar,Auto,Canceled by Driver,1181,
CNR9573102534,Peenya,Prime Plus,Canceled by Driver,450,
CNR2671538988,Banashankari,eBike,Success,333,3.8
CNR1930983760,KR Puram,Prime Sedan,Success,130,4.9
CNR1576690644,Indiranagar,Auto,Success,144,4.1
CNR6687046527,Nagarbhavi,Auto,Success,961,4.3
CNR5214223947,Majestic,Prime Sedan,Canceled by Customer,604,
CNR3696598594,Majestic,Auto,Success,342,4.3
CNR8589920790,Malleshwaram,Mini,Canceled by Customer,409,
CNR3050266121,Marathahalli,Prime Sedan,Success,489,4.7
CNR8248650136,Kammanahalli,Auto,Canceled by Driver,929,
CNR8277565872,BTM Layout,Mini,Success,346,4.2
CNR8229656349,Rajajinagar,Mini,Success,793,3.6
CNR2972442433,Rajajinagar,Prime Sedan,Success,469,4.3
CNR7109314308,Rajarajeshwari Nagar,eBike,Success,233,3.7
CNR9633582377,JP Nagar,Prime Plus,Canceled by Driver,401,
CNR7314215778,Malleshwaram,Auto,Success,207,4.8
CNR8070363718,Frazer Town,Prime Sedan,Canceled by Driver,351,
CNR7643459345,Ulsoor,Bike,Success,402,4.9
CNR5920793060,Hennur,Prime Plus,Success,624,3.4
CNR3558335067,RT Nagar,Mini,Canceled by Driver,945,
CNR5902195430,Shantinagar,Prime Sedan,Success,295,3.3
CNR6938164723,RT Nagar,Auto,Canceled by Customer,718,
CNR3989026336,Marathahalli,Auto,Canceled by Driver,963,
CNR7947752424,Rajajinagar,Bike,Canceled by Driver,1869,
CNR5515574345,Cox Town,Prime SUV,Success,918,4.4
CNR5193789377,Majestic,Auto,Success,134,4.9
CNR6987923530,Chickpet,Prime Plus,Success,345,3.6
CNR1447068216,Chamarajpet,Prime Plus,Success,924,4.8
CNR2862815650,Nagarbhavi,eBike,Success,373,4.7
CNR7792061159,Varthur,Mini,Success,375,4.0
CNR9039416911,Rajarajeshwari Nagar,Mini,Success,268,4.5
CNR5793649611,Hosur Road,Auto,Success,519,3.5
CNR6854201913,Majestic,Bike,Success,141,3.6
CNR7087492547,RT Nagar,Bike,Success,186,4.1
CNR4143470815,Langford Town,Prime Sedan,Success,982,4.3
CNR8792365083,Shivajinagar,Prime Plus,Canceled by Driver,218,
CNR4160637846,Shantinagar,Mini,Success,803,3.5
CNR4730462346,Hebbal,Prime Sedan,Success,389,3.1
CNR3717381634,Nagarbhavi,eBike,Canceled by Driver,135,
CNR3417502965,Sarjapur Road,eBike,Success,432,4.9
CNR3600939753,Devanahalli,Bike,Success,424,4.4
CNR5181746297,Chamarajpet,Mini,Canceled by Customer,1866,
CNR6672329764,Kengeri,Prime SUV,Success,2981,3.0
CNR8934509053,Hosur Road,Bike,Success,719,3.9
CNR7734309821,Electronic City,eBike,Canceled by Customer,499,
CNR3264754489,Bellandur,eBike,Driver Not Found,454,
CNR6354004178,Shantinagar,Prime SUV,Success,242,4.4
CNR4658965953,KR Puram,Mini,Success,663,4.5
CNR7296216469,Sarjapur Road,Mini,Success,442,3.5
CNR1027785146,Hennur,Auto,Canceled by Driver,454,
CNR6293456759,Yelahanka,Prime Plus,Driver Not Found,192,
CNR7895473510,Electronic City,Auto,Success,253,4.0
CNR4112350664,Hulimavu,Prime SUV,Success,446,4.6
CNR9735730132,Basavanagudi,Prime Plus,Driver Not Found,345,
CNR7765648208,Rajajinagar,Auto,Success,361,3.2
CNR5848221847,Kammanahalli,Mini,Canceled by Customer,418,
CNR7431340936,Peenya,Mini,Driver Not Found,475,
CNR2569160184,Padmanabhanagar,Bike,Canceled by Driver,370,
CNR6294714720,Whitefield,eBike,Canceled by Customer,291,
CNR9556051787,Kadugodi,Prime Plus,Success,283,3.3
CNR3151562230,Koramangala,Prime Plus,Success,105,4.9
CNR3888627336,Basavanagudi,Mini,Success,1918,3.4
CNR6536563208,Chamarajpet,Mini,Success,412,3.9
CNR9221369404,Sahakar Nagar,Prime SUV,Success,110,4.4
CNR5701220733,Rajajinagar,Prime SUV,Canceled by Driver,294,
CNR7419458512,Shantinagar,Prime SUV,Success,571,3.9
CNR7587397053,JP Nagar,Mini,Canceled by Driver,187,
CNR6987499296,Padmanabhanagar,Prime Plus,Success,364,3.3
CNR4029323577,Langford Town,eBike,Success,241,4.5
CNR6398804130,Hebbal,Prime SUV,Success,290,3.8
CNR5457171323,Hulimavu,Mini,Success,915,4.6
CNR9662064828,Yelahanka,eBike,Canceled by Customer,746,
CNR3107498077,Bannerghatta Road,eBike,Driver Not Found,427,
CNR3952732444,RT Nagar,Prime Plus,Success,409,3.1
CNR5777910597,JP Nagar,Prime SUV,Canceled by Driver,898,
CNR2991513181,Hennur,Auto,Success,305,3.7
CNR5940757396,JP Nagar,Mini,Canceled by Customer,2501,
CNR7375877575,JP Nagar,Prime Plus,Success,2926,4.5
CNR1872080690,Banashankari,Auto,Canceled by Driver,463,
CNR8442827020,Kammanahalli,Auto,Success,717,3.7
CNR8692201198,BTM Layout,Prime SUV,Success,214,4.1
CNR3016403523,Bellandur,Mini,Success,434,3.4
CNR1593407677,Banashankari,Mini,Success,318,4.7
CNR4313471304,Langford Town,Prime Plus,Driver Not Found,247,
CNR4050153436,Bellandur,Prime Sedan,Success,207,3.4
CNR8141621703,Electronic City,eBike,Success,172,3.5
CNR1852330795,Hulimavu,Prime Plus,Success,108,3.3
CNR3515016228,Marathahalli,Prime Sedan,Success,230,4.6
CNR6664390913,Chickpet,Mini,Success,391,3.5
CNR5020910140,Shivajinagar,eBike,Canceled by Customer,189,
CNR2303900695,Chickpet,Prime SUV,Success,355,4.5
CNR7089337616,Chickpet,Auto,Success,205,5.0
CNR7156159431,Shantinagar,Prime Plus,Success,738,3.8
CNR9155782240,Banashankari,Prime SUV,Success,217,4.9
CNR6247095121,HSR Layout,Auto,Success,217,3.5
CNR2779154048,Hennur,Auto,Success,394,3.6
CNR7865258416,BTM Layout,Prime SUV,Canceled by Driver,948,
CNR7022469695,Ulsoor,Mini,Success,553,4.1
CNR7814983210,Peenya,Prime Sedan,Success,930,3.8
CNR2502432692,Mysore Road,Mini,Driver Not Found,753,
CNR4297020438,Shivajinagar,eBike,Canceled by Customer,473,
CNR2898581380,Majestic,Prime SUV,Driver Not Found,458,
CNR5878457606,Bannerghatta Road,Auto,Success,1164,4.8
CNR9753708858,Magadi Road,Prime Plus,Success,350,4.6
CNR7981405163,Electronic City,Bike,Success,491,4.3
CNR1459522677,KR Puram,Prime Sedan,Success,376,4.5
CNR7944506445,Nagarbhavi,Auto,Success,393,4.8
CNR3549347253,Devanahalli,eBike,Driver Not Found,274,
CNR8422419602,Magadi Road,Prime SUV,Success,433,4.9
CNR5855634722,Hebbal,Prime Plus,Success,192,4.0
CNR8320043637,Banashankari,Prime Sedan,Success,976,3.7
CNR8034283783,Koramangala,Prime Sedan,Driver Not Found,329,
CNR3256371921,Bannerghatta Road,Prime SUV,Canceled by Customer,272,
CNR8022592314,Bannerghatta Road,Bike,Success,340,4.7
CNR1440283141,Basavanagudi,Prime Plus,Canceled by Driver,564,
CNR8786686268,Basavanagudi,Auto,Success,745,4.3
CNR7641018528,JP Nagar,Bike,Success,381,4.9
CNR6470195463,Vijayanagar,Prime Plus,Canceled by Customer,413,
CNR7917159192,JP Nagar,Mini,Success,730,3.8
CNR9509424303,Majestic,Prime Plus,Success,295,3.5
CNR8287954331,Varthur,eBike,Success,108,4.1
CNR1456183116,Mysore Road,eBike,Canceled by Customer,459,
CNR3291976622,Whitefield,Mini,Success,254,3.1
CNR8127313439,JP Nagar,Prime SUV,Canceled by Driver,494,
CNR1411493057,Malleshwaram,Mini,Success,118,4.2
CNR4906896933,Peenya,eBike,Canceled by Customer,361,
CNR9098900102,Shivajinagar,eBike,Success,202,3.3
CNR8778214565,Marathahalli,eBike,Canceled by Driver,2642,
CNR9013284015,Tumkur Road,Prime Sedan,Success,498,4.6
CNR1899513439,Whitefield,Prime SUV,Canceled by Customer,240,
CNR3457246461,Frazer Town,Mini,Success,399,4.2
CNR3328257189,Jayanagar,Bike,Canceled by Driver,303,
CNR9514979628,Varthur,Bike,Success,261,4.8
CNR6683059009,BTM Layout,Prime Sedan,Success,340,4.9
CNR6521243972,Ramamurthy Nagar,Mini,Canceled by Customer,662,
CNR5249945945,Hulimavu,Prime Plus,Success,569,4.5
CNR4959722358,Sarjapur Road,eBike,Canceled by Driver,185,
CNR7004499391,KR Puram,Prime SUV,Canceled by Customer,322,
CNR6185886977,JP Nagar,Prime Sedan,Canceled by Driver,279,
CNR6190557479,Kadugodi,eBike,Success,468,3.1
CNR3718911387,Hebbal,Auto,Success,436,3.5
CNR5475627471,JP Nagar,Bike,Success,121,3.6
CNR6300023142,Richmond Town,Auto,Canceled by Driver,1265,
CNR8793757122,Yelahanka,Auto,Canceled by Driver,409,
CNR1931024373,Peenya,Mini,Success,303,5.0
CNR3737438536,MG Road,Prime Sedan,Canceled by Driver,339,
CNR5549987779,Yeshwanthpur,Prime Plus,Driver Not Found,119,
CNR4166236620,Frazer Town,Prime SUV,Canceled by Customer,218,
CNR5842450029,Devanahalli,Auto,Success,429,3.8
CNR3086279264,Koramangala,Prime SUV,Success,158,3.9
CNR3092150984,BTM Layout,Prime SUV,Driver Not Found,486,
CNR5785794868,Majestic,Prime Sedan,Success,196,4.7
CNR3092594393,Electronic City,Bike,Success,532,4.5
CNR8736294385,MG Road,eBike,Success,499,3.6
CNR8157928979,Majestic,Prime Sedan,Canceled by Driver,642,
CNR3416620657,RT Nagar,Prime Sedan,Success,1946,4.1
CNR3514157582,Yeshwanthpur,Prime Plus,Success,435,4.0
CNR5353677897,Rajarajeshwari Nagar,Mini,Canceled by Customer,463,
CNR7038990440,KR Puram,Prime Plus,Success,100,3.0
CNR7110634082,Basavanagudi,Bike,Success,218,4.1
CNR8893814860,Peenya,Mini,Success,351,4.0
CNR7540240070,JP Nagar,Mini,Canceled by Driver,452,
CNR5370106193,Mysore Road,Prime Plus,Canceled by Driver,695,
CNR2246347681,Rajarajeshwari Nagar,Bike,Success,940,3.6
CNR3450602497,Mysore Road,Auto,Success,2129,4.5
CNR5609417423,Yeshwanthpur,Mini,Canceled by Customer,405,
CNR4615608754,Sahakar Nagar,eBike,Success,382,4.1
CNR6445080363,Hennur,eBike,Canceled by Driver,279,
CNR4002530518,Kadugodi,Prime SUV,Success,104,3.3
CNR9986843921,Cox Town,Prime Plus,Canceled by Customer,136,
CNR2753338754,Padmanabhanagar,eBike,Success,239,4.9
CNR5528674251,Bellandur,Prime SUV,Canceled by Driver,244,
CNR7958289091,Richmond Town,Prime Sedan,Canceled by Driver,225,
CNR1663305836,Padmanabhanagar,eBike,Driver Not Found,744,
CNR8719325633,Sahakar Nagar,Auto,Success,843,4.6
CNR1685989752,Yelahanka,eBike,Success,168,4.9
CNR5480403089,Yeshwanthpur,Prime Plus,Success,363,4.3
CNR5137043296,Varthur,Mini,Success,314,3.1
CNR9477095299,Kengeri,Mini,Success,247,4.4
CNR8883541278,Sarjapur Road,Mini,Driver Not Found,470,
CNR3965859566,Shivajinagar,eBike,Success,260,4.7
CNR7673066991,Yeshwanthpur,Prime Sedan,Success,407,4.1
CNR2845789701,Shantinagar,eBike,Driver Not Found,369,
CNR6169207766,Hebbal,Prime Plus,Driver Not Found,420,
CNR8516409614,Frazer Town,Prime SUV,Success,2877,4.9
CNR8744346612,Varthur,Prime SUV,Success,955,3.4
CNR5284344363,Frazer Town,Prime Plus,Success,428,4.1
CNR8291672496,Koramangala,Prime Plus,Canceled by Driver,874,
CNR2485427128,Koramangala,Prime SUV,Canceled by Driver,382,
CNR1362571268,Rajajinagar,Bike,Success,657,4.8
CNR2686926257,Bannerghatta Road,Auto,Success,207,4.0
CNR9625639272,Hosur Road,Auto,Success,945,3.4
CNR9498672052,Yeshwanthpur,Prime SUV,Success,264,3.7
CNR2485766659,Sarjapur Road,eBike,Success,115,4.0
CNR4395882254,Ramamurthy Nagar,Auto,Success,281,4.8
CNR8811507785,Basavanagudi,Auto,Driver Not Found,1881,
CNR2904644602,Indiranagar,eBike,Success,422,4.6
CNR5382510753,Chickpet,Prime SUV,Success,869,4.2
CNR9176065097,Nagarbhavi,Prime Plus,Success,353,4.6
CNR3762140934,Chickpet,Mini,Success,238,4.7
CNR5698781178,JP Nagar,Prime Plus,Success,456,3.0
CNR7455139064,Yeshwanthpur,Prime SUV,Success,331,4.8
CNR1524307839,Indiranagar,Auto,Success,218,4.6
CNR5656596719,Kammanahalli,eBike,Canceled by Driver,332,
CNR2421723113,Indiranagar,Prime Sedan,Success,404,4.7
CNR5163916188,Shantinagar,Bike,Success,291,3.5
CNR6284791372,Sahakar Nagar,Mini,Success,1367,3.4
CNR7916590115,Majestic,Bike,Success,318,4.9
CNR5757332160,Shivajinagar,Prime Sedan,Success,269,4.3
CNR3590679564,Devanahalli,Auto,Success,213,4.2
CNR9055951164,Bellandur,Prime SUV,Success,389,3.2
CNR5314914495,Bellandur,Bike,Success,369,3.1
CNR4001295021,Tumkur Road,Auto,Success,301,3.1
CNR5992604716,Shivajinagar,Prime Plus,Success,409,3.5
CNR7326154593,Frazer Town,Prime SUV,Success,425,4.6
CNR2055030564,Cox Town,Prime Plus,Success,555,4.0
CNR2169559650,Jayanagar,Auto,Success,760,4.9
CNR5850143777,MG Road,Bike,Success,355,4.1
CNR4454899928,Majestic,Prime SUV,Canceled by Customer,289,
CNR6044469190,Sarjapur Road,Prime Plus,Success,117,3.4
CNR8941244774,Sahakar Nagar,eBike,Success,316,5.0
CNR1810463571,Kammanahalli,Prime Sedan,Canceled by Customer,618,
CNR9534222650,Richmond Town,Auto,Canceled by Customer,452,
CNR2221577375,Tumkur Road,Mini,Canceled by Driver,820,
CNR5620738445,Devanahalli,Prime SUV,Success,185,4.5
CNR9669878708,Marathahalli,Mini,Canceled by Driver,356,
CNR7540714108,Padmanabhanagar,Auto,Canceled by Driver,371,
CNR4287925213,Basavanagudi,Auto,Success,839,4.3
CNR7888329042,Tumkur Road,Mini,Canceled by Driver,323,
CNR6806487234,Ulsoor,Prime SUV,Success,430,4.3
CNR7216115435,Hebbal,Prime SUV,Canceled by Customer,2349,
CNR9915944696,Jayanagar,Prime Plus,Canceled by Customer,357,
CNR7223501449,Padmanabhanagar,eBike,Success,457,3.2
CNR4406470427,Banashankari,eBike,Success,647,3.9
CNR9038889596,Chamarajpet,Prime SUV,Success,327,3.6
CNR9013209895,Ulsoor,Auto,Canceled by Driver,396,
CNR4352340785,Marathahalli,Bike,Success,919,4.3
CNR1137203739,BTM Layout,eBike,Success,426,3.7
CNR6996941124,Sahakar Nagar,Prime Plus,Success,383,4.0
CNR9048025511,Hulimavu,Prime SUV,Success,661,4.6
CNR6292190320,MG Road,Auto,Success,284,3.5
CNR2413380100,Varthur,Prime Plus,Canceled by Customer,619,
CNR3283888314,Jayanagar,Prime Sedan,Driver Not Found,184,
CNR4870759138,BTM Layout,Auto,Success,604,4.8
CNR9574365096,Banashankari,Prime Sedan,Success,2333,3.0
